,km_sq,Presence,easting,northing,X,Y,Species
1109,NR3059,Absent,130500,659500,-6.296776453,55.75359195,Chequered Skipper
1110,NR3070,Absent,130500,670500,-6.307664958,55.85214786,Chequered Skipper
1111,NR3071,Absent,130500,671500,-6.308658187,55.86110734,Chequered Skipper
1112,NR3072,Absent,130500,672500,-6.309651978,55.8700668,Chequered Skipper
1113,NR3147,Absent,131500,647500,-6.269130624,55.64662625,Chequered Skipper
1114,NR3246,Absent,132500,646500,-6.252313045,55.63821702,Chequered Skipper
1115,NR3345,Absent,133500,645500,-6.235502657,55.62980536,Chequered Skipper
1116,NR3357,Absent,133500,657500,-6.247161014,55.73733155,Chequered Skipper
1117,NR3358,Absent,133500,658500,-6.248136112,55.7462919,Chequered Skipper
1118,NR3362,Absent,133500,662500,-6.252042017,55.78213309,Chequered Skipper
1119,NR3363,Absent,133500,663500,-6.253019874,55.79109332,Chequered Skipper
1120,NR3364,Absent,133500,664500,-6.253998284,55.80005353,Chequered Skipper
1121,NR3386,Absent,133500,686500,-6.275664095,55.99717192,Chequered Skipper
1122,NR3444,Absent,134500,644500,-6.218699457,55.62139127,Chequered Skipper
1123,NR3445,Absent,134500,645500,-6.219663838,55.63035213,Chequered Skipper
1124,NR3453,Absent,134500,653500,-6.227398485,55.70203811,Chequered Skipper
1125,NR3458,Absent,134500,658500,-6.232250397,55.74684105,Chequered Skipper
1126,NR3463,Absent,134500,663500,-6.237116031,55.79164338,Chequered Skipper
1127,NR3488,Absent,134500,688500,-6.261651907,56.01564587,Chequered Skipper
1128,NR3491,Absent,134500,691500,-6.264619675,56.04252514,Chequered Skipper
1129,NR3545,Absent,135500,645500,-6.203824476,55.63089685,Chequered Skipper
1130,NR3546,Absent,135500,646500,-6.204785804,55.63985787,Chequered Skipper
1131,NR3587,Absent,135500,687500,-6.244671646,56.0072385,Chequered Skipper
1132,NR3588,Absent,135500,688500,-6.245656096,56.01619849,Chequered Skipper
1133,NR3590,Absent,135500,690500,-6.247626676,56.03411839,Chequered Skipper
1134,NR3591,Absent,135500,691500,-6.248612807,56.04307831,Chequered Skipper
1135,NR3592,Absent,135500,692500,-6.249599499,56.0520382,Chequered Skipper
1136,NR3593,Absent,135500,693500,-6.250586752,56.06099807,Chequered Skipper
1137,NR3659,Absent,136500,659500,-6.201442106,55.75689407,Chequered Skipper
1138,NR3687,Absent,136500,687500,-6.228678957,56.00778886,Chequered Skipper
1139,NR3688,Absent,136500,688500,-6.229659725,56.01674903,Chequered Skipper
1140,NR3689,Absent,136500,689500,-6.230641052,56.02570918,Chequered Skipper
1141,NR3690,Absent,136500,690500,-6.231622936,56.03466931,Chequered Skipper
1142,NR3691,Absent,136500,691500,-6.232605378,56.04362941,Chequered Skipper
1143,NR3693,Absent,136500,693500,-6.234571941,56.06154954,Chequered Skipper
1144,NR3694,Absent,136500,694500,-6.235556062,56.07050957,Chequered Skipper
1145,NR3695,Absent,136500,695500,-6.236540743,56.07946957,Chequered Skipper
1146,NR3696,Absent,136500,696500,-6.237525985,56.08842955,Chequered Skipper
1147,NR3760,Absent,137500,660500,-6.186512831,55.76639828,Chequered Skipper
1148,NR3787,Absent,137500,687500,-6.212685711,56.00833715,Chequered Skipper
1149,NR3789,Absent,137500,689500,-6.214640439,56.02625784,Chequered Skipper
1150,NR3791,Absent,137500,691500,-6.216597391,56.04417844,Chequered Skipper
1151,NR3795,Absent,137500,695500,-6.220517981,56.08001934,Chequered Skipper
1152,NR3796,Absent,137500,696500,-6.221499524,56.0889795,Chequered Skipper
1153,NR3797,Absent,137500,697500,-6.222481626,56.09793964,Chequered Skipper
1154,NR3890,Absent,138500,690500,-6.199613781,56.03576493,Chequered Skipper
1155,NR3891,Absent,138500,691500,-6.200588846,56.0447254,Chequered Skipper
1156,NR3892,Absent,138500,692500,-6.201564466,56.05368584,Chequered Skipper
1157,NR3893,Absent,138500,693500,-6.202540641,56.06264626,Chequered Skipper
1158,NR3894,Absent,138500,694500,-6.203517372,56.07160666,Chequered Skipper
1159,NR3896,Absent,138500,696500,-6.205472503,56.08952738,Chequered Skipper
1160,NR3897,Absent,138500,697500,-6.206450904,56.0984877,Chequered Skipper
1161,NR3898,Absent,138500,698500,-6.207429862,56.107448,Chequered Skipper
1162,NR3966,Absent,139500,666500,-6.160460057,55.82124673,Chequered Skipper
1163,NR3968,Absent,139500,668500,-6.162377076,55.83916917,Chequered Skipper
1164,NR3991,Absent,139500,691500,-6.184579746,56.04527028,Chequered Skipper
1165,NR3992,Absent,139500,692500,-6.185551675,56.05423091,Chequered Skipper
1166,NR3994,Absent,139500,694500,-6.187497192,56.07215209,Chequered Skipper
1167,NR3995,Absent,139500,695500,-6.188470781,56.08111264,Chequered Skipper
1168,NR3996,Absent,139500,696500,-6.189444925,56.09007317,Chequered Skipper
1169,NR3997,Absent,139500,697500,-6.190419624,56.09903368,Chequered Skipper
1170,NR3998,Absent,139500,698500,-6.191394878,56.10799416,Chequered Skipper
1171,NR4072,Absent,140500,672500,-6.150277734,55.87555312,Chequered Skipper
1172,NR4095,Absent,140500,695500,-6.172446349,56.08165618,Chequered Skipper
1173,NR4096,Absent,140500,696500,-6.173416793,56.0906169,Chequered Skipper
1174,NR4097,Absent,140500,697500,-6.174387789,56.09957758,Chequered Skipper
1175,NR4098,Absent,140500,698500,-6.175359339,56.10853825,Chequered Skipper
1176,NR4099,Absent,140500,699500,-6.176331442,56.11749889,Chequered Skipper
1177,NR4173,Absent,141500,673500,-6.135291485,55.88505187,Chequered Skipper
1178,NR4198,Absent,141500,698500,-6.159323246,56.10908026,Chequered Skipper
1179,NR4199,Absent,141500,699500,-6.160291642,56.11804108,Chequered Skipper
1180,NR4279,Absent,142500,679500,-6.125061425,55.93935655,Chequered Skipper
1181,NR4299,Absent,142500,699500,-6.14425129,56.11858119,Chequered Skipper
1182,NR4469,Absent,144500,669500,-6.083686236,55.85080387,Chequered Skipper
1183,NR4557,Absent,145500,657500,-6.056540117,55.74378379,Chequered Skipper
1184,NR4651,Absent,146500,651500,-6.035094495,55.69053152,Chequered Skipper
1185,NR4652,Absent,146500,652500,-6.036019368,55.69949435,Chequered Skipper
1186,NR4653,Absent,146500,653500,-6.036944764,55.70845716,Chequered Skipper
1187,NR4654,Absent,146500,654500,-6.037870681,55.71741994,Chequered Skipper
1188,NR4863,Absent,148500,663500,-6.014405301,55.79912859,Chequered Skipper
1189,NR4970,Absent,149500,670500,-6.004946127,55.86238884,Chequered Skipper
1190,NR5978,Absent,159500,678500,-5.852656669,55.93919642,Chequered Skipper
1191,NR6421,Absent,164500,621500,-5.723834607,55.4306149,Chequered Skipper
1192,NR6447,Absent,164500,647500,-5.745969856,55.66373724,Chequered Skipper
1193,NR6448,Absent,164500,648500,-5.746827701,55.67270319,Chequered Skipper
1194,NR6522,Absent,165500,622500,-5.708907684,55.44006114,Chequered Skipper
1195,NR6523,Absent,165500,623500,-5.709749984,55.4490278,Chequered Skipper
1196,NR6524,Absent,165500,624500,-5.710592757,55.45799443,Chequered Skipper
1197,NR6525,Absent,165500,625500,-5.711436003,55.46696104,Chequered Skipper
1198,NR6526,Absent,165500,626500,-5.712279723,55.47592763,Chequered Skipper
1199,NR6547,Absent,165500,647500,-5.730107909,55.66422098,Chequered Skipper
1200,NR6632,Absent,166500,632500,-5.70154352,55.53020601,Chequered Skipper
1201,NR6636,Absent,166500,636500,-5.704920226,55.56607227,Chequered Skipper
1202,NR6690,Absent,166500,690500,-5.751260348,56.05023253,Chequered Skipper
1203,NR6722,Absent,167500,622500,-5.677361648,55.44101451,Chequered Skipper
1204,NR6723,Absent,167500,623500,-5.678196824,55.44998148,Chequered Skipper
1205,NR6736,Absent,167500,636500,-5.68909692,55.56655016,Chequered Skipper
1206,NR6739,Absent,167500,639500,-5.691623666,55.5934501,Chequered Skipper
1207,NR6821,Absent,168500,621500,-5.660756779,55.43252099,Chequered Skipper
1208,NR6822,Absent,168500,622500,-5.661587926,55.44148814,Chequered Skipper
1209,NR6825,Absent,168500,625500,-5.664084168,55.46838947,Chequered Skipper
1210,NR6826,Absent,168500,626500,-5.664917183,55.47735654,Chequered Skipper
1211,NR6841,Absent,168500,641500,-5.677468785,55.61185993,Chequered Skipper
1212,NR6879,Absent,168500,679500,-5.709745824,55.95258004,Chequered Skipper
1213,NR6880,Absent,168500,680500,-5.710604638,55.96154593,Chequered Skipper
1214,NR6926,Absent,169500,626500,-5.649128731,55.47782877,Chequered Skipper
1215,NR6927,Absent,169500,627500,-5.649958644,55.48679597,Chequered Skipper
1216,NR6947,Absent,169500,647500,-5.666655324,55.66613549,Chequered Skipper
1217,NR6948,Absent,169500,648500,-5.667495108,55.67510223,Chequered Skipper
1218,NR6949,Absent,169500,649500,-5.668335365,55.68406896,Chequered Skipper
1219,NR6974,Absent,169500,674500,-5.68949693,55.90823011,Chequered Skipper
1220,NR6977,Absent,169500,677500,-5.692056517,55.93512854,Chequered Skipper
1221,NR6978,Absent,169500,678500,-5.692910681,55.94409464,Chequered Skipper
1222,NR6979,Absent,169500,679500,-5.693765331,55.95306072,Chequered Skipper
1223,NR6980,Absent,169500,680500,-5.694620466,55.96202677,Chequered Skipper
1224,NR7024,Absent,170500,624500,-5.631688522,55.46036419,Chequered Skipper
1225,NR7025,Absent,170500,625500,-5.632513935,55.46933159,Chequered Skipper
1226,NR7026,Absent,170500,626500,-5.633339813,55.47829897,Chequered Skipper
1227,NR7027,Absent,170500,627500,-5.634166154,55.48726633,Chequered Skipper
1228,NR7030,Absent,170500,630500,-5.636647966,55.51416828,Chequered Skipper
1229,NR7075,Absent,170500,675500,-5.674383359,55.91767424,Chequered Skipper
1230,NR7079,Absent,170500,679500,-5.677784353,55.95353932,Chequered Skipper
1231,NR7081,Absent,170500,681500,-5.679487749,55.97147173,Chequered Skipper
1232,NR7082,Absent,170500,682500,-5.680340173,55.9804379,Chequered Skipper
1233,NR7126,Absent,171500,626500,-5.61755043,55.47876714,Chequered Skipper
1234,NR7127,Absent,171500,627500,-5.6183732,55.48773465,Chequered Skipper
1235,NR7130,Absent,171500,630500,-5.620844285,55.51463707,Chequered Skipper
1236,NR7131,Absent,171500,631500,-5.621668907,55.5236045,Chequered Skipper
1237,NR7132,Absent,171500,632500,-5.622493993,55.53257191,Chequered Skipper
1238,NR7150,Absent,171500,650500,-5.63742526,55.69398158,Chequered Skipper
1239,NR7176,Absent,171500,676500,-5.659262447,55.9271166,Chequered Skipper
1240,NR7179,Absent,171500,679500,-5.661802891,55.95401586,Chequered Skipper
1241,NR7231,Absent,172500,631500,-5.605861183,55.52407141,Chequered Skipper
1242,NR7273,Absent,172500,673500,-5.640766418,55.90069067,Chequered Skipper
1243,NR7282,Absent,172500,682500,-5.648354678,55.98138987,Chequered Skipper
1244,NR7283,Absent,172500,683500,-5.649200215,55.99035634,Chequered Skipper
1245,NR7284,Absent,172500,684500,-5.650046233,55.99932279,Chequered Skipper
1246,NR7285,Absent,172500,685500,-5.650892732,56.00828921,Chequered Skipper
1247,NR7384,Absent,173500,684500,-5.634045389,55.99979598,Chequered Skipper
1248,NR7385,Absent,173500,685500,-5.634888197,56.00876256,Chequered Skipper
1249,NR7421,Absent,174500,621500,-5.566126089,55.43531923,Chequered Skipper
1250,NR7485,Absent,174500,685500,-5.618883183,56.00923384,Chequered Skipper
1251,NR7486,Absent,174500,686500,-5.619722778,56.01820056,Chequered Skipper
1252,NR7487,Absent,174500,687500,-5.620562851,56.02716726,Chequered Skipper
1253,NR7524,Absent,175500,624500,-5.552772702,55.46268315,Chequered Skipper
1254,NR7525,Absent,175500,625500,-5.553580274,55.47165132,Chequered Skipper
1255,NR7532,Absent,175500,632500,-5.559246003,55.53442795,Chequered Skipper
1256,NR7533,Absent,175500,633500,-5.560057215,55.54339596,Chequered Skipper
1257,NR7556,Absent,175500,656500,-5.578841809,55.74965424,Chequered Skipper
1258,NR7557,Absent,175500,657500,-5.579664076,55.75862174,Chequered Skipper
1259,NR7599,Absent,175500,699500,-5.614623736,56.13523742,Chequered Skipper
1260,NR7633,Absent,176500,633500,-5.544240486,55.54385503,Chequered Skipper
1261,NR7656,Absent,176500,656500,-5.562942061,55.75011685,Chequered Skipper
1262,NR7690,Absent,176500,690500,-5.591037503,56.05500514,Chequered Skipper
1263,NR7699,Absent,176500,699500,-5.598565865,56.13570674,Chequered Skipper
1264,NR7731,Absent,177500,631500,-5.526815674,55.52637541,Chequered Skipper
1265,NR7778,Absent,177500,678500,-5.56507886,55.94786427,Chequered Skipper
1266,NR7789,Absent,177500,689500,-5.574182169,56.04650386,Chequered Skipper
1267,NR7790,Absent,177500,690500,-5.575012571,56.05547097,Chequered Skipper
1268,NR7791,Absent,177500,691500,-5.575843446,56.06443806,Chequered Skipper
1269,NR7829,Absent,178500,629500,-5.509406549,55.50889307,Chequered Skipper
1270,NR7831,Absent,178500,631500,-5.511005209,55.5268301,Chequered Skipper
1271,NR7832,Absent,178500,632500,-5.511805213,55.53579858,Chequered Skipper
1272,NR7836,Absent,178500,636500,-5.515009736,55.57167231,Chequered Skipper
1273,NR7887,Absent,178500,687500,-5.55650848,56.02903287,Chequered Skipper
1274,NR7890,Absent,178500,690500,-5.558987166,56.05593473,Chequered Skipper
1275,NR7891,Absent,178500,691500,-5.559814336,56.06490197,Chequered Skipper
1276,NR7894,Absent,178500,694500,-5.562298674,56.09180357,Chequered Skipper
1277,NR7931,Absent,179500,631500,-5.495194294,55.52728275,Chequered Skipper
1278,NR7990,Absent,179500,690500,-5.54296129,56.0563964,Chequered Skipper
1279,NR7991,Absent,179500,691500,-5.543784755,56.0653638,Chequered Skipper
1280,NR7993,Absent,179500,693500,-5.545433092,56.08329854,Chequered Skipper
1281,NR7994,Absent,179500,694500,-5.546257965,56.09226587,Chequered Skipper
1282,NR7996,Absent,179500,696500,-5.547909122,56.11020048,Chequered Skipper
1283,NR8039,Absent,180500,639500,-5.485738125,55.59948306,Chequered Skipper
1284,NR8092,Absent,180500,692500,-5.52857493,56.07479109,Chequered Skipper
1285,NR8095,Absent,180500,695500,-5.531038414,56.10169356,Chequered Skipper
1286,NR8138,Absent,181500,638500,-5.469105213,55.59096404,Chequered Skipper
1287,NR8140,Absent,181500,640500,-5.470690393,55.6089016,Chequered Skipper
1288,NR8178,Absent,181500,678500,-5.501151637,55.94969942,Chequered Skipper
1289,NR8179,Absent,181500,679500,-5.501962138,55.95866737,Chequered Skipper
1290,NR8187,Absent,181500,687500,-5.508462763,56.03041028,Chequered Skipper
1291,NR8190,Absent,181500,690500,-5.510908135,56.05731352,Chequered Skipper
1292,NR8194,Absent,181500,694500,-5.514175136,56.09318422,Chequered Skipper
1293,NR8195,Absent,181500,695500,-5.514993051,56.10215185,Chequered Skipper
1294,NR8261,Absent,182500,661500,-5.471522546,55.79769199,Chequered Skipper
1295,NR8293,Absent,182500,693500,-5.497319286,56.08467248,Chequered Skipper
1296,NR8294,Absent,182500,694500,-5.498133022,56.09364028,Chequered Skipper
1297,NR8295,Absent,182500,695500,-5.498947222,56.10260805,Chequered Skipper
1298,NR8297,Absent,182500,697500,-5.500577015,56.12054354,Chequered Skipper
1299,NR8392,Absent,183500,692500,-5.48047086,56.07615833,Chequered Skipper
1300,NR8393,Absent,183500,693500,-5.481280421,56.0851263,Chequered Skipper
1301,NR8396,Absent,183500,696500,-5.483711875,56.11203009,Chequered Skipper
1302,NR8398,Absent,183500,698500,-5.485335157,56.12996584,Chequered Skipper
1303,NR8399,Absent,183500,699500,-5.486147492,56.13893368,Chequered Skipper
1304,NR8485,Absent,184500,685500,-5.458807128,56.01383249,Chequered Skipper
1305,NR8490,Absent,184500,690500,-5.462824922,56.05867361,Chequered Skipper
1306,NR8491,Absent,184500,691500,-5.463629854,56.06764178,Chequered Skipper
1307,NR8498,Absent,184500,698500,-5.469277242,56.13041834,Chequered Skipper
1308,NR8558,Absent,185500,658500,-5.421396017,55.77212588,Chequered Skipper
1309,NR8586,Absent,185500,686500,-5.443595924,56.02324936,Chequered Skipper
1310,NR8588,Absent,185500,688500,-5.445195183,56.04118613,Chequered Skipper
1311,NR8590,Absent,185500,690500,-5.446796265,56.05912282,Chequered Skipper
1312,NR8640,Absent,186500,640500,-5.391462994,55.61112055,Chequered Skipper
1313,NR8655,Absent,186500,655500,-5.403137634,55.74566074,Chequered Skipper
1314,NR8657,Absent,186500,657500,-5.40470174,55.76359909,Chequered Skipper
1315,NR8687,Absent,186500,687500,-5.428377324,56.03266443,Chequered Skipper
1316,NR8688,Absent,186500,688500,-5.42917348,56.04163295,Chequered Skipper
1317,NR8694,Absent,186500,694500,-5.433959947,56.09544368,Chequered Skipper
1318,NR8768,Absent,187500,668500,-5.397387529,55.8627003,Chequered Skipper
1319,NR8797,Absent,187500,697500,-5.420303756,56.12279486,Chequered Skipper
1320,NR8828,Absent,188500,628500,-5.350586287,55.50435487,Chequered Skipper
1321,NR8829,Absent,188500,629500,-5.351349143,55.51332489,Chequered Skipper
1322,NR8843,Absent,188500,643500,-5.362074347,55.6389031,Chequered Skipper
1323,NR8897,Absent,188500,697500,-5.404247732,56.12323887,Chequered Skipper
1324,NR8931,Absent,189500,631500,-5.337060841,55.53169714,Chequered Skipper
1325,NR9133,Absent,191500,633500,-5.306936139,55.55049632,Chequered Skipper
1326,NR9269,Absent,192500,669500,-5.318403963,55.873848,Chequered Skipper
1327,NR9292,Absent,192500,692500,-5.336133976,56.08014772,Chequered Skipper
1328,NR9350,Absent,193500,650500,-5.288045373,55.70384527,Chequered Skipper
1329,NR9351,Absent,193500,651500,-5.288799614,55.71281557,Chequered Skipper
1330,NR9369,Absent,193500,669500,-5.302449149,55.87427753,Chequered Skipper
1331,NR9449,Absent,194500,649500,-5.271409219,55.69529957,Chequered Skipper
1332,NR9452,Absent,194500,652500,-5.273661056,55.72221089,Chequered Skipper
1333,NR9491,Absent,194500,691500,-5.303285916,56.07204173,Chequered Skipper
1334,NR9492,Absent,194500,692500,-5.304054195,56.08101135,Chequered Skipper
1335,NR9568,Absent,195500,668500,-5.269783593,55.86616017,Chequered Skipper
1336,NR9671,Absent,196500,671500,-5.256085338,55.8934944,Chequered Skipper
1337,NR9695,Absent,196500,695500,-5.274257822,56.10877627,Chequered Skipper
1338,NR9722,Absent,197500,622500,-5.203955082,55.45433983,Chequered Skipper
1339,NR9771,Absent,197500,671500,-5.24012147,55.89391595,Chequered Skipper
1340,NR9795,Absent,197500,695500,-5.25820525,56.10920123,Chequered Skipper
1341,NR9822,Absent,198500,622500,-5.188168226,55.4547525,Chequered Skipper
1342,NR9838,Absent,198500,638500,-5.199810491,55.59829496,Chequered Skipper
1343,NR9873,Absent,198500,673500,-5.225647406,55.91227659,Chequered Skipper
1344,NR9897,Absent,198500,697500,-5.243662964,56.12756432,Chequered Skipper
1345,NR9937,Absent,199500,637500,-5.183238707,55.5897364,Chequered Skipper
1346,NR9938,Absent,199500,638500,-5.183965821,55.59870779,Chequered Skipper
1347,NR9987,Absent,199500,687500,-5.220102833,56.03828214,Chequered Skipper
1348,NS0037,Absent,200500,637500,-5.16739723,55.59014705,Chequered Skipper
1349,NS0038,Absent,200500,638500,-5.168120741,55.59911858,Chequered Skipper
1350,NS0045,Absent,200500,645500,-5.173196757,55.66191876,Chequered Skipper
1351,NS0087,Absent,200500,687500,-5.204078679,56.03869973,Chequered Skipper
1352,NS0133,Absent,201500,633500,-5.148679769,55.55466878,Chequered Skipper
1353,NS0135,Absent,201500,635500,-5.150116747,55.57261226,Chequered Skipper
1354,NS0136,Absent,201500,636500,-5.150835844,55.58158396,Chequered Skipper
1355,NS0137,Absent,201500,637500,-5.151555346,55.59055565,Chequered Skipper
1356,NS0138,Absent,201500,638500,-5.152275253,55.59952732,Chequered Skipper
1357,NS0146,Absent,201500,646500,-5.158049149,55.67129997,Chequered Skipper
1358,NS0174,Absent,201500,674500,-5.178464674,55.92249443,Chequered Skipper
1359,NS0221,Absent,202500,621500,-5.124306872,55.44741071,Chequered Skipper
1360,NS0225,Absent,202500,625500,-5.127148803,55.48329905,Chequered Skipper
1361,NS0230,Absent,202500,630500,-5.130710214,55.52815904,Chequered Skipper
1362,NS0231,Absent,202500,631500,-5.131423699,55.53713098,Chequered Skipper
1363,NS0235,Absent,202500,635500,-5.134281659,55.57301855,Chequered Skipper
1364,NS0266,Absent,202500,666500,-5.156650956,55.85113667,Chequered Skipper
1365,NS0274,Absent,202500,674500,-5.162487676,55.92290606,Chequered Skipper
1366,NS0366,Absent,203500,666500,-5.14070291,55.85154513,Chequered Skipper
1367,NS0425,Absent,204500,625500,-5.095549208,55.48410281,Chequered Skipper
1368,NS0465,Absent,204500,665500,-5.124034047,55.84297999,Chequered Skipper
1369,NS0466,Absent,204500,666500,-5.124754453,55.85195152,Chequered Skipper
1370,NS0762,Absent,207500,662500,-5.074071377,55.81727045,Chequered Skipper
1371,NS0856,Absent,208500,656500,-5.053916968,55.76383487,Chequered Skipper
1372,NS0864,Absent,208500,664500,-5.059545451,55.83561229,Chequered Skipper
1373,NS0955,Absent,209500,655500,-5.037304904,55.75525722,Chequered Skipper
1374,NS1052,Absent,210500,652500,-5.019313119,55.72873209,Chequered Skipper
1375,NS1058,Absent,210500,658500,-5.023478846,55.7825673,Chequered Skipper
1376,NS1063,Absent,210500,663500,-5.026961108,55.82742946,Chequered Skipper
1377,NS1153,Absent,211500,653500,-5.004102625,55.7380949,Chequered Skipper
1378,NS1168,Absent,211500,668500,-5.014494643,55.87268334,Chequered Skipper
1379,NS1385,Absent,213500,685500,-4.994335908,56.02599441,Chequered Skipper
1380,NS1485,Absent,214500,685500,-4.97831343,56.02638262,Chequered Skipper
1381,NS1556,Absent,215500,656500,-4.942511182,55.76655485,Chequered Skipper
1382,NS1584,Absent,215500,684500,-4.961603071,56.01779612,Chequered Skipper
1383,NS1655,Absent,216500,655500,-4.925921904,55.75796188,Chequered Skipper
1384,NS1657,Absent,216500,657500,-4.927267521,55.77590847,Chequered Skipper
1385,NS1676,Absent,216500,676500,-4.940127244,55.94639728,Chequered Skipper
1386,NS1682,Absent,216500,682500,-4.944217116,56.00023446,Chequered Skipper
1387,NS1748,Absent,217500,648500,-4.905336275,55.69552552,Chequered Skipper
1388,NS1749,Absent,217500,649500,-4.906002606,55.70449908,Chequered Skipper
1389,NS1750,Absent,217500,650500,-4.906669313,55.71347262,Chequered Skipper
1390,NS1754,Absent,217500,654500,-4.909339914,55.74936658,Chequered Skipper
1391,NS1759,Absent,217500,659500,-4.912686674,55.79423363,Chequered Skipper
1392,NS1776,Absent,217500,676500,-4.924136865,55.9467781,Chequered Skipper
1393,NS1852,Absent,218500,652500,-4.892101009,55.73179535,Chequered Skipper
1394,NS1858,Absent,218500,658500,-4.896091848,55.78563672,Chequered Skipper
1395,NS1887,Absent,218500,687500,-4.915573495,56.04586064,Chequered Skipper
1396,NS1947,Absent,219500,647500,-4.872900581,55.68730006,Chequered Skipper
1397,NS1952,Absent,219500,652500,-4.876197784,55.732169,Chequered Skipper
1398,NS1967,Absent,219500,667500,-4.886145553,55.86677307,Chequered Skipper
1399,NS1968,Absent,219500,668500,-4.886811749,55.87574652,Chequered Skipper
1400,NS1981,Absent,219500,681500,-4.895506813,55.99239979,Chequered Skipper
1401,NS2046,Absent,220500,646500,-4.856360456,55.67869707,Chequered Skipper
1402,NS2048,Absent,220500,648500,-4.857670217,55.69664499,Chequered Skipper
1403,NS2052,Absent,220500,652500,-4.860294185,55.7325406,Chequered Skipper
1404,NS2054,Absent,220500,654500,-4.861608396,55.7504883,Chequered Skipper
1405,NS2057,Absent,220500,657500,-4.863582503,55.7774097,Chequered Skipper
1406,NS2073,Absent,220500,673500,-4.874167936,55.92098775,Chequered Skipper
1407,NS2074,Absent,220500,674500,-4.874832722,55.92996123,Chequered Skipper
1408,NS2152,Absent,221500,652500,-4.844390215,55.73291014,Chequered Skipper
1409,NS2154,Absent,221500,654500,-4.845697144,55.75085808,Chequered Skipper
1410,NS2156,Absent,221500,656500,-4.847005552,55.76880596,Chequered Skipper
1411,NS2161,Absent,221500,661500,-4.850283061,55.81367531,Chequered Skipper
1412,NS2171,Absent,221500,671500,-4.85686601,55.90341265,Chequered Skipper
1413,NS2186,Absent,221500,686500,-4.866810803,56.03801523,Chequered Skipper
1414,NS2242,Absent,222500,642500,-4.82200964,55.64353558,Chequered Skipper
1415,NS2243,Absent,222500,643500,-4.822655619,55.65250987,Chequered Skipper
1416,NS2254,Absent,222500,654500,-4.829785521,55.75122581,Chequered Skipper
1417,NS2365,Absent,223500,665500,-4.821007737,55.85030658,Chequered Skipper
1418,NS2371,Absent,223500,671500,-4.824917913,55.90415024,Chequered Skipper
1419,NS2372,Absent,223500,672500,-4.825570905,55.91312413,Chequered Skipper
1420,NS2466,Absent,224500,666500,-4.805702274,55.85964564,Chequered Skipper
1421,NS2471,Absent,224500,671500,-4.808943308,55.90451593,Chequered Skipper
1422,NS2472,Absent,224500,672500,-4.809592619,55.91348994,Chequered Skipper
1423,NS2474,Absent,224500,674500,-4.810892349,55.93143789,Chequered Skipper
1424,NS2573,Absent,225500,673500,-4.794259962,55.92282779,Chequered Skipper
1425,NS2577,Absent,225500,677500,-4.796847625,55.95872404,Chequered Skipper
1426,NS2587,Absent,225500,687500,-4.803342599,56.04846339,Chequered Skipper
1427,NS2640,Absent,226500,640500,-4.757271909,55.62703051,Chequered Skipper
1428,NS2641,Absent,226500,641500,-4.757902692,55.63600531,Chequered Skipper
1429,NS2689,Absent,226500,689500,-4.78860412,56.06677478,Chequered Skipper
1430,NS2690,Absent,226500,690500,-4.789252678,56.07574871,Chequered Skipper
1431,NS2699,Absent,226500,699500,-4.795106378,56.15651319,Chequered Skipper
1432,NS2740,Absent,227500,640500,-4.741409297,55.62738627,Chequered Skipper
1433,NS2741,Absent,227500,641500,-4.742036463,55.6363612,Chequered Skipper
1434,NS2771,Absent,227500,671500,-4.761017289,55.90560058,Chequered Skipper
1435,NS2839,Absent,228500,639500,-4.724923136,55.61876493,Chequered Skipper
1436,NS2864,Absent,228500,664500,-4.740609184,55.84313607,Chequered Skipper
1437,NS2871,Absent,228500,671500,-4.745041222,55.90595799,Chequered Skipper
1438,NS2882,Absent,228500,682500,-4.752041554,56.00467636,Chequered Skipper
1439,NS2883,Absent,228500,683500,-4.752680122,56.01365065,Chequered Skipper
1440,NS2884,Absent,228500,684500,-4.753319054,56.02262492,Chequered Skipper
1441,NS2899,Absent,228500,699500,-4.762946863,56.15723685,Chequered Skipper
1442,NS2938,Absent,229500,638500,-4.708444204,55.61014128,Chequered Skipper
1443,NS2939,Absent,229500,639500,-4.709063435,55.61911648,Chequered Skipper
1444,NS2949,Absent,229500,649500,-4.715275007,55.70886745,Chequered Skipper
1445,NS2964,Absent,229500,664500,-4.724658471,55.84349057,Chequered Skipper
1446,NS2972,Absent,229500,672500,-4.729695699,55.91528793,Chequered Skipper
1447,NS2983,Absent,229500,683500,-4.736659375,56.01400742,Chequered Skipper
1448,NS3037,Absent,230500,637500,-4.691972499,55.60151534,Chequered Skipper
1449,NS3039,Absent,230500,639500,-4.693203385,55.61946598,Chequered Skipper
1450,NS3040,Absent,230500,640500,-4.693819349,55.62844127,Chequered Skipper
1451,NS3041,Absent,230500,641500,-4.694435661,55.63741655,Chequered Skipper
1452,NS3063,Absent,230500,663500,-4.70808302,55.83486814,Chequered Skipper
1453,NS3064,Absent,230500,664500,-4.708707402,55.84384301,Chequered Skipper
1454,NS3072,Absent,230500,672500,-4.713715232,55.91564131,Chequered Skipper
1455,NS3073,Absent,230500,673500,-4.714342811,55.92461602,Chequered Skipper
1456,NS3075,Absent,230500,675500,-4.71559904,55.94256538,Chequered Skipper
1457,NS3083,Absent,230500,683500,-4.720638267,56.01436211,Chequered Skipper
